Number,Name,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Ability 1,Ability 2,Ability 3,Quick Guard,Wide Guard,Follow Me,Rage Powder,Ally Switch,Aurora Veil,Thunder Wave,Nuzzle,Will-o-Wisp,Snarl,Struggle Bug,Breaking Swipe,Haze,Tailwind,Trick Room,Electroweb,Icy Wind,Bulldoze,Helping Hand,Reflect,Light Screen,Sucker Punch,Fake Out,Aqua Jet,Shadow Sneak,Vacuum Wave,Quick Attack,E-Speed,Bullet Punch,Ice Shard,Mach Punch,Accelerock,Water Shuriken,Sleep Powder,Spore,Yawn,Taunt,Points
575,Gothorita,,Psychic,,60,45,70,75,85,55,390,Frisk,Competitive,Shadow Tag,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
576,Gothitelle,,Psychic,,70,55,95,95,110,65,490,Frisk,Competitive,Shadow Tag,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30
577,Solosis,,Psychic,,45,30,40,105,50,20,290,Overcoat,Magic Guard,Regenerator,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
578,Duosion,,Psychic,,65,40,50,125,60,30,370,Overcoat,Magic Guard,Regenerator,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
579,Reuniclus,,Psychic,,110,65,75,125,85,30,490,Overcoat,Magic Guard,Regenerator,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
580,Ducklett,,Water,Flying,62,44,50,44,50,55,305,Keen Eye,Big Pecks,Hydration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
581,Swanna,,Water,Flying,75,87,63,87,63,98,473,Keen Eye,Big Pecks,Hydration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
582,Vanillite,,Ice,,36,50,50,65,60,44,305,Ice Body,Snow Cloak,Weak Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
583,Vanillish,,Ice,,51,65,65,80,75,59,395,Ice Body,Snow Cloak,Weak Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
584,Vanilluxe,,Ice,,71,95,85,110,95,79,535,Ice Body,Snow Warning,Weak Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
585,Deerling,,Normal,Grass,60,60,50,40,50,75,335,Chlorophyll,Sap Sipper,Serene Grace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
586,Sawsbuck,,Normal,Grass,80,100,70,60,70,95,475,Chlorophyll,Sap Sipper,Serene Grace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
587,Emolga,,Electric,Flying,55,75,60,75,60,103,428,Static,,Motor Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
588,Karrablast,,Bug,,50,75,45,40,45,60,315,Swarm,Shed Skin,No Guard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
589,Escavalier,,Bug,Steel,70,135,105,60,105,20,495,Swarm,Shell Armor,Overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
590,Foongus,,Grass,Poison,69,55,45,55,55,15,294,Effect Spore,,Regenerator,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
591,Amoonguss,,Grass,Poison,114,85,70,85,80,30,464,Effect Spore,,Regenerator,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50
592,Frillish,,Water,Ghost,55,40,50,65,85,40,335,Water Absorb,Cursed Body,Damp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
593,Jellicent,,Water,Ghost,100,60,70,85,105,60,480,Water Absorb,Cursed Body,Damp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
594,Alomomola,,Water,,165,75,80,40,45,65,470,Healer,Hydration,Regenerator,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
595,Joltik,,Bug,Electric,50,47,50,57,50,65,319,Compound Eyes,Unnerve,Swarm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
596,Galvantula,,Bug,Electric,70,77,60,97,60,108,472,Compound Eyes,Unnerve,Swarm,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
597,Ferroseed,,Grass,Steel,44,50,91,24,86,10,305,Iron Barbs,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
598,Ferrothorn,,Grass,Steel,74,94,131,54,116,20,489,Iron Barbs,,Anticipation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
599,Klink,,Steel,,40,55,70,45,60,30,300,Plus,Minus,Clear Body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
600,Klang,,Steel,,60,80,95,70,85,50,440,Plus,Minus,Clear Body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
601,Klinklang,,Steel,,60,100,115,70,85,90,520,Plus,Minus,Clear Body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
602,Tynamo,,Electric,,35,55,40,45,40,60,275,Levitate,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
603,Eelektrik,,Electric,,65,85,70,75,70,40,405,Levitate,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
604,Eelektross,,Electric,,85,115,80,105,80,50,515,Levitate,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
605,Elgyem,,Psychic,,55,55,55,85,55,30,335,Telepathy,Synchronize,Analytic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
606,Beheeyem,,Psychic,,75,75,75,125,95,40,485,Telepathy,Synchronize,Analytic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
607,Litwick,,Ghost,Fire,50,30,55,65,55,20,275,Flash Fire,Flame Body,Infiltrator,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
608,Lampent,,Ghost,Fire,60,40,60,95,60,55,370,Flash Fire,Flame Body,Infiltrator,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
609,Chandelure,,Ghost,Fire,60,55,90,145,90,80,520,Flash Fire,Flame Body,Infiltrator,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
610,Axew,,Dragon,,46,87,60,30,40,57,320,Rivalry,Mold Breaker,Unnerve,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
611,Fraxure,,Dragon,,66,117,70,40,50,67,410,Rivalry,Mold Breaker,Unnerve,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
612,Haxorus,,Dragon,,76,147,90,60,70,97,540,Rivalry,Mold Breaker,Unnerve,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
613,Cubchoo,,Ice,,55,70,40,60,40,40,305,Snow Cloak,Slush Rush,Rattled,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
614,Beartic,,Ice,,95,130,80,70,80,50,505,Snow Cloak,Slush Rush,Swift Swim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15
615,Cryogonal,,Ice,,80,50,50,95,135,105,515,Levitate,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
616,Shelmet,,Bug,,50,40,85,40,65,25,305,Hydration,Shell Armor,Overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
617,Accelgor,,Bug,,80,70,40,100,60,145,495,Hydration,Sticky Hold,Unburden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
618,Stunfisk,,Ground,Electric,109,66,84,81,99,32,471,Static,Limber,Sand Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
618-g,Stunfisk-Galar,,Ground,Steel,109,81,99,66,84,32,471,Mimicry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
619,Mienfoo,,Fighting,,45,85,50,55,50,65,350,Inner Focus,Regenerator,Reckless,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
620,Mienshao,,Fighting,,65,125,60,95,60,105,510,Inner Focus,Regenerator,Reckless,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10
621,Druddigon,,Dragon,,77,120,90,60,90,48,485,Rough Skin,Sheer Force,Mold Breaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
622,Golett,,Ground,Ghost,59,74,50,35,50,35,303,Iron Fist,Klutz,No Guard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
623,Golurk,,Ground,Ghost,89,124,80,55,80,55,483,Iron Fist,Klutz,No Guard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
624,Pawniard,,Dark,Steel,45,85,70,40,40,60,340,Defiant,Inner Focus,Pressure,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
625,Bisharp,,Dark,Steel,65,125,100,60,70,70,490,Defiant,Inner Focus,Pressure,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
626,Bouffalant,,Normal,,95,110,95,40,95,55,490,Reckless,Sap Sipper,Soundproof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
627,Rufflet,,Normal,Flying,70,83,50,37,50,60,350,Keen Eye,Sheer Force,Hustle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
628,Braviary,,Normal,Flying,100,123,75,57,75,80,510,Keen Eye,Sheer Force,Defiant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
629,Vullaby,,Dark,Flying,70,55,75,45,65,60,370,Big Pecks,Overcoat,Weak Armor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
630,Mandibuzz,,Dark,Flying,110,65,105,55,95,80,510,Big Pecks,Overcoat,Weak Armor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
631,Heatmor,,Fire,,85,97,66,105,66,65,484,Gluttony,Flash Fire,White Smoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
632,Durant,,Bug,Steel,58,109,112,48,48,109,484,Swarm,Hustle,Truant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
633,Deino,,Dark,Dragon,52,65,50,45,50,38,300,Hustle,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
634,Zweilous,,Dark,Dragon,72,85,70,65,70,58,420,Hustle,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
635,Hydreigon,,Dark,Dragon,92,105,90,125,90,98,600,Levitate,,,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
636,Larvesta,,Bug,Fire,55,85,55,50,55,60,360,Flame Body,,Swarm,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
637,Volcarona,,Bug,Fire,85,60,65,135,105,100,550,Flame Body,,Swarm,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
638,Cobalion,,Steel,Fighting,91,90,129,90,72,108,580,Justified,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,15
639,Terrakion,,Rock,Fighting,91,129,90,72,90,108,580,Justified,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40
640,Virizion,,Grass,Fighting,91,90,72,90,129,108,580,Justified,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,15
641,Tornadus,,Flying,,79,115,70,125,80,111,580,Prankster,,Defiant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
641-s,Tornadus-T,,Flying,,79,100,80,110,90,121,580,Regenerator,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30
642,Thundurus,,Electric,Flying,79,115,70,125,80,111,580,Prankster,,Defiant,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
642-s,Thundurus-T,,Electric,Flying,79,105,70,145,80,101,580,Volt Absorb,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
643,Reshiram,,Dragon,Fire,100,120,100,150,120,90,680,Turboblaze,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
644,Zekrom,,Dragon,Electric,100,150,120,120,100,90,680,Teravolt,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
645,Landorus,,Ground,Flying,89,125,90,115,80,101,600,Sand Force,,Sheer Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
645-s,Landorus-T,,Ground,Flying,89,145,90,105,80,91,600,Intimidate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
646,Kyurem,,Dragon,Ice,125,130,90,130,90,95,660,Pressure,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
646-b,Kyurem-Black,,Dragon,Ice,125,170,100,120,90,95,700,Teravolt,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
646-w,Kyurem-White,,Dragon,Ice,125,120,90,170,100,95,700,Turboblaze,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
647,Keldeo,,Water,Fighting,91,72,90,129,90,108,580,Justified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
648,Meloetta,,Normal,Psychic,100,77,77,128,128,90,600,Serene Grace,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
648-p,Meloetta-Pirouette,,Normal,Fighting,100,128,90,77,77,128,600,Serene Grace,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
649,Genesect,,Bug,Steel,71,120,95,120,95,99,600,Download,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
650,Chespin,,Grass,,56,61,65,48,45,38,313,Overgrow,,Bulletproof,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
651,Quilladin,,Grass,,61,78,95,56,58,57,405,Overgrow,,Bulletproof,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
652,Chesnaught,,Grass,Fighting,88,107,122,74,75,64,530,Overgrow,,Bulletproof,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
653,Fennekin,,Fire,,40,45,40,62,60,60,307,Blaze,,Magician,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
654,Braixen,,Fire,,59,59,58,90,70,73,409,Blaze,,Magician,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
655,Delphox,,Fire,Psychic,75,69,72,114,100,104,534,Blaze,,Magician,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
656,Froakie,,Water,,41,56,40,62,44,71,314,Torrent,,Protean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
657,Frogadier,,Water,,54,63,52,83,56,97,405,Torrent,,Protean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
658,Greninja,,Water,Dark,72,95,67,103,71,122,530,Torrent,,Protean,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,15
658-a,Greninja-Ash,,Water,Dark,72,145,67,153,71,132,640,Battle Bond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
659,Bunnelby,,Normal,,38,36,38,32,36,57,237,Pickup,Cheek Pouch,Huge Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
660,Diggersby,,Normal,Ground,85,56,77,50,77,78,423,Pickup,Cheek Pouch,Huge Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
661,Fletchling,,Normal,Flying,45,50,43,40,38,62,278,Big Pecks,,Gale Wings,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
662,Fletchinder,,Fire,Flying,62,73,55,56,52,84,382,Flame Body,,Gale Wings,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
663,Talonflame,,Fire,Flying,78,81,71,74,69,126,499,Flame Body,,Gale Wings,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40
664,Scatterbug,,Bug,,38,35,40,27,25,35,200,Shield Dust,Compound Eyes,Friend Guard,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
665,Spewpa,,Bug,,45,22,60,27,30,29,213,Shed Skin,,Friend Guard,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
666,Vivillon,,Bug,Flying,80,52,50,90,50,89,411,Shield Dust,Compound Eyes,Friend Guard,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
667,Litleo,,Fire,Normal,62,50,58,73,54,72,369,Rivalry,Unnerve,Moxie,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
668,Pyroar,,Fire,Normal,86,68,72,109,66,106,507,Rivalry,Unnerve,Moxie,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
669,Flabebe,,Fairy,,44,38,39,61,79,42,303,Flower Veil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
670,Floette,,Fairy,,54,45,47,75,98,52,371,Flower Veil,,Symbiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
670-e,Floette-Eternal,,Fairy,,74,65,67,125,128,92,551,Flower Veil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
671,Florges,,Fairy,,78,65,68,112,154,75,552,Flower Veil,,Symbiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
672,Skiddo,,Grass,,66,65,48,62,57,52,350,Sap Sipper,,Grass Pelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
673,Gogoat,,Grass,,123,100,62,97,81,68,531,Sap Sipper,,Grass Pelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
674,Pancham,,Dark,,67,82,62,46,48,43,348,Iron Fist,Mold Breaker,Scrappy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
675,Pangoro,,Dark,Fighting,95,124,78,69,71,58,495,Iron Fist,Mold Breaker,Scrappy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
676,Furfrou,,Normal,,75,80,60,65,90,102,472,Fur Coat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
677,Espurr,,Psychic,,62,48,54,63,60,68,355,Keen Eye,Infiltrator,Own Tempo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
